Chromosome	Start	End	MedianRatio	CopyNumber	Sample	BinCount
11	3323669	3337156	1.23803	2	IMR5-E287	12
11	3337157	11982964	0.983441	2	IMR5-E287	7692
11	11982965	13417188	1.01276	2	IMR5-E287	1276
11	13417189	14181508	0.948083	2	IMR5-E287	680
11	14181509	14182632	5.05894	10	IMR5-E287	1
11	14182633	16690276	0.959454	2	IMR5-E287	2231
11	16690277	18072796	1.00834	2	IMR5-E287	1230
11	18072797	18076168	1.34041	3	IMR5-E287	3
11	18076169	25447360	0.991154	2	IMR5-E287	6558
11	25447361	25451856	1.97524	4	IMR5-E287	4
11	25451857	26077924	0.98831	2	IMR5-E287	557
11	26077925	26079048	3.88244	8	IMR5-E287	1
11	26079049	26610700	0.983441	2	IMR5-E287	473
11	26610701	27688616	1.02216	2	IMR5-E287	959
11	27688617	34219056	0.983144	2	IMR5-E287	5810
11	34219057	35419488	0.935392	2	IMR5-E287	1068
11	35419489	37764152	1.00258	2	IMR5-E287	2086
11	37764153	37767524	1.54833	3	IMR5-E287	3
11	37767525	39189384	0.968739	2	IMR5-E287	1265
11	39189385	48172392	1.00364	2	IMR5-E287	7992
11	48172393	50134896	0.966535	2	IMR5-E287	1746
11	50134897	50137144	2.94499	6	IMR5-E287	2
11	50137145	55037784	0.935316	2	IMR5-E287	4360
11	55037785	60366668	0.978516	2	IMR5-E287	4741
11	60366669	63500380	1.01675	2	IMR5-E287	2788
11	63500381	63618400	1.10657	2	IMR5-E287	105
11	63618401	73284800	1.00514	2	IMR5-E287	8600
11	73284801	76791680	0.98126	2	IMR5-E287	3120
11	76791681	80032172	1.01211	2	IMR5-E287	2883
11	80032173	85453224	0.983441	2	IMR5-E287	4823
11	85453225	87687736	1.00186	2	IMR5-E287	1988
11	87687737	87688860	3.28956	7	IMR5-E287	1
11	87688861	87738316	-1	2	IMR5-E287	44
11	87738317	89663728	0.970578	2	IMR5-E287	1713
11	89663729	89715432	1.09477	2	IMR5-E287	46
11	89715433	97532852	0.994896	2	IMR5-E287	6955
11	97532853	99240208	0.970546	2	IMR5-E287	1519
11	99240209	99293036	1.42442	3	IMR5-E287	47
11	99293037	102829140	0.987454	2	IMR5-E287	3146
11	102829141	102835884	1.38187	3	IMR5-E287	6
11	102835885	106142692	0.95418	2	IMR5-E287	2942
11	106142693	106144940	1.898	4	IMR5-E287	2
11	106144941	106189900	1.02022	2	IMR5-E287	40
11	106189901	108198488	0.935164	2	IMR5-E287	1787
11	108198489	117005028	0.966509	2	IMR5-E287	7835
11	117005029	117009524	1.45888	3	IMR5-E287	4
11	117009525	121290840	0.959454	2	IMR5-E287	3809
11	121290841	121888808	1.01868	2	IMR5-E287	532
11	121888809	121889932	2.3841	5	IMR5-E287	1
11	121889933	122283332	0.995212	2	IMR5-E287	350
11	122283333	122909400	0.934533	2	IMR5-E287	557
11	122909401	124106460	0.875107	2	IMR5-E287	1065
11	124106461	124116576	1.10519	2	IMR5-E287	9
11	124116577	124227852	0.902344	2	IMR5-E287	99
11	124227853	129541000	0.959454	2	IMR5-E287	4727
11	129541001	129542124	2.35066	5	IMR5-E287	1
11	129542125	133863904	0.959454	2	IMR5-E287	3845
11	133863905	134829420	0.925188	2	IMR5-E287	859
11	134829421	134946316	0.77239	2	IMR5-E287	104
11	134946317	135007012	-1	2	IMR5-E287	54
12	1	59572	-1	2	IMR5-E287	53
12	59573	31584400	0.889773	2	IMR5-E287	28047
12	31584401	33306368	0.997998	2	IMR5-E287	1532
12	33306369	33413148	1.1161	2	IMR5-E287	95
12	33413149	38422816	0.959454	2	IMR5-E287	4457
12	38422817	45454560	0.993619	2	IMR5-E287	6256
12	45454561	55115340	1.01428	2	IMR5-E287	8595
12	55115341	55823460	0.944787	2	IMR5-E287	630
12	55823461	58727876	1.00933	2	IMR5-E287	2584
12	58727877	58730124	1.93703	4	IMR5-E287	2
12	58730125	64759260	0.992163	2	IMR5-E287	5364
12	64759261	64761508	1.99118	4	IMR5-E287	2
12	64761509	76512928	0.988009	2	IMR5-E287	10455
12	76512929	76515176	2.1875	4	IMR5-E287	2
12	76515177	77067060	0.979653	2	IMR5-E287	491
12	77067061	77068184	2.60852	5	IMR5-E287	1
12	77068185	89094984	0.979443	2	IMR5-E287	10700
12	89094985	89097232	2.63478	5	IMR5-E287	2
12	89097233	90485372	1.00091	2	IMR5-E287	1235
12	90485373	90487620	2.29805	5	IMR5-E287	2
12	90487621	102820148	0.988529	2	IMR5-E287	10972
12	102820149	104213908	1.04095	2	IMR5-E287	1240
12	104213909	113793760	1.00352	2	IMR5-E287	8523
12	113793761	115059384	1.04211	2	IMR5-E287	1126
12	115059385	116392448	1.09693	2	IMR5-E287	1186
12	116392449	121365024	1.00364	2	IMR5-E287	4424
12	121365025	121366148	3.11565	6	IMR5-E287	1
12	121366149	124641484	1.0015	2	IMR5-E287	2914
12	124641485	125024768	1.05188	2	IMR5-E287	341
12	125024769	125025892	2.84146	6	IMR5-E287	1
12	125025893	126577012	1.00436	2	IMR5-E287	1380
12	126577013	128568740	0.915341	2	IMR5-E287	1772
12	128568741	128569864	3.35809	7	IMR5-E287	1
12	128569865	131784504	1.00541	2	IMR5-E287	2860
12	131784505	131786752	2.04883	4	IMR5-E287	2
12	131786753	132200384	1.03282	2	IMR5-E287	368
12	132200385	133648096	0.961345	2	IMR5-E287	1288
12	133648097	133842548	0.858049	2	IMR5-E287	173
12	133842549	133852664	-1	2	IMR5-E287	9
13	1	19019204	-1	2	IMR5-E287	16921
13	19019205	22593524	1.00333	2	IMR5-E287	3180
13	22593525	22595772	2.61288	5	IMR5-E287	2
13	22595773	22596896	1.86796	4	IMR5-E287	1
13	22596897	25557512	0.979035	2	IMR5-E287	2634
13	25557513	28508012	1.00937	2	IMR5-E287	2625
13	28508013	28510260	1.76972	4	IMR5-E287	2
13	28510261	31230340	0.989745	2	IMR5-E287	2420
13	31230341	32175624	1.03376	2	IMR5-E287	841
13	32175625	32181244	1.38508	3	IMR5-E287	5
13	32181245	32573520	1.02761	2	IMR5-E287	349
13	32573521	32574644	2.87836	6	IMR5-E287	1
13	32574645	33359196	0.986369	2	IMR5-E287	698
13	33359197	33845888	1.03941	2	IMR5-E287	433
13	33845889	39561428	0.991729	2	IMR5-E287	5085
13	39561429	39562552	4.21326	8	IMR5-E287	1
13	39562553	54991700	1.01211	2	IMR5-E287	13727
13	54991701	58987520	0.985562	2	IMR5-E287	3555
13	58987521	61284976	1.0013	2	IMR5-E287	2044
13	61284977	61287224	1.86999	4	IMR5-E287	2
13	61287225	62534864	0.993518	2	IMR5-E287	1110
13	62534865	62537112	2.37359	5	IMR5-E287	2
13	62537113	62755168	1.01903	2	IMR5-E287	194
13	62755169	65330252	0.971915	2	IMR5-E287	2291
13	65330253	69036080	1.00364	2	IMR5-E287	3297
13	69036081	73465764	0.978024	2	IMR5-E287	3941
13	73465765	75383308	0.999792	2	IMR5-E287	1706
13	75383309	75385556	2.05139	4	IMR5-E287	2
13	75385557	80132208	0.998053	2	IMR5-E287	4223
13	80132209	81047144	1.04539	2	IMR5-E287	814
13	81047145	85279004	0.985316	2	IMR5-E287	3765
13	85279005	85282376	1.51389	3	IMR5-E287	3
13	85282377	87533748	0.994773	2	IMR5-E287	2003
13	87533749	90914740	0.977501	2	IMR5-E287	3008
13	90914741	99257068	1.00897	2	IMR5-E287	7422
13	99257069	99258192	3.31106	7	IMR5-E287	1
13	99258193	100511452	1.00461	2	IMR5-E287	1115
13	100511453	100771096	1.05209	2	IMR5-E287	231
13	100771097	104218404	1.00143	2	IMR5-E287	3067
13	104218405	108759364	0.980975	2	IMR5-E287	4040
13	108759365	109868752	1.00687	2	IMR5-E287	987
13	109868753	109869876	2.20319	4	IMR5-E287	1
13	109869877	109871000	5.07711	10	IMR5-E287	1
13	109871001	110075568	1.02159	2	IMR5-E287	182
13	110075569	110076692	4.63185	9	IMR5-E287	1
13	110076693	111237784	1.02799	2	IMR5-E287	1033
13	111237785	113428460	0.999656	2	IMR5-E287	1949
13	113428461	114830088	0.974929	2	IMR5-E287	1247
13	114830089	115063880	0.919517	2	IMR5-E287	208
13	115063881	115109964	0.795337	2	IMR5-E287	41
13	115109965	115170660	-1	2	IMR5-E287	54
14	1	18998972	-1	2	IMR5-E287	16903
14	18998973	20073516	0.976738	2	IMR5-E287	956
14	20073517	20074640	2.57538	5	IMR5-E287	1
14	20074641	22365352	1.0028	2	IMR5-E287	2038
14	22365353	22366476	2.43861	5	IMR5-E287	1
14	22366477	26335320	0.995722	2	IMR5-E287	3531
14	26335321	26336444	2.76871	6	IMR5-E287	1
14	26336445	29930996	0.959454	2	IMR5-E287	3198
14	29930997	34817024	0.986255	2	IMR5-E287	4347
14	34817025	34819272	2.40419	5	IMR5-E287	2
14	34819273	40097576	0.983592	2	IMR5-E287	4696
14	40097577	40099824	1.93278	4	IMR5-E287	2
14	40099825	44908296	0.967531	2	IMR5-E287	4278
14	44908297	60216052	0.991978	2	IMR5-E287	13619
14	60216053	60217176	2.71294	5	IMR5-E287	1
14	60217177	76798424	0.985526	2	IMR5-E287	14752
14	76798425	76799548	2.80983	6	IMR5-E287	1
14	76799549	81605772	0.992393	2	IMR5-E287	4276
14	81605773	83768348	1.025	2	IMR5-E287	1924
14	83768349	90170652	0.989067	2	IMR5-E287	5696
14	90170653	92803060	1.08108	2	IMR5-E287	2342
14	92803061	93652804	1.13044	2	IMR5-E287	756
14	93652805	96018824	1.0554	2	IMR5-E287	2105
14	96018825	97275456	1.11315	2	IMR5-E287	1118
14	97275457	99145792	1.03046	2	IMR5-E287	1664
14	99145793	102164856	1.10754	2	IMR5-E287	2686
14	102164857	102248032	1.19904	2	IMR5-E287	74
14	102248033	102250280	2.07274	4	IMR5-E287	2
14	102250281	105689720	1.1218	2	IMR5-E287	3060
14	105689721	107208244	1.05986	2	IMR5-E287	1351
14	107208245	107290296	0.87755	2	IMR5-E287	73
14	107290297	107349868	-1	2	IMR5-E287	53
15	1	19999332	-1	2	IMR5-E287	17793
15	19999333	20305060	0.987753	2	IMR5-E287	272
15	20305061	20311804	0.596725	1	IMR5-E287	6
15	20311805	20361260	1.07577	2	IMR5-E287	44
15	20361261	20792876	0.987676	2	IMR5-E287	384
15	20792877	20805240	1.32936	3	IMR5-E287	11
15	20805241	22185512	0.994728	2	IMR5-E287	1228
15	22185513	22211364	1.14396	2	IMR5-E287	23
15	22211365	22212488	3.02597	6	IMR5-E287	1
15	22212489	22261944	-1	2	IMR5-E287	44
15	22261945	22276556	1.06606	2	IMR5-E287	13
15	22276557	22277680	2.7413	5	IMR5-E287	1
15	22277681	25515924	0.973161	2	IMR5-E287	2881
15	25515925	27054680	0.936053	2	IMR5-E287	1369
15	27054681	27939268	0.981767	2	IMR5-E287	787
15	27939269	27947136	1.34324	3	IMR5-E287	7
15	27947137	28667620	1.01025	2	IMR5-E287	641
15	28667621	28674364	1.20674	2	IMR5-E287	6
15	28674365	29735420	0.984248	2	IMR5-E287	944
15	29735421	30580668	0.931767	2	IMR5-E287	752
15	30580669	30584040	1.47116	3	IMR5-E287	3
15	30584041	33146760	0.948167	2	IMR5-E287	2280
15	33146761	34759700	0.990404	2	IMR5-E287	1435
15	34759701	38810596	0.969661	2	IMR5-E287	3604
15	38810597	44942016	0.983744	2	IMR5-E287	5455
15	44942017	48911984	1.00859	2	IMR5-E287	3532
15	48911985	50377680	0.969855	2	IMR5-E287	1304
15	50377681	50379928	1.8031	4	IMR5-E287	2
15	50379929	54230752	0.988224	2	IMR5-E287	3426
15	54230753	54919764	0.953058	2	IMR5-E287	613
15	54919765	57587016	0.996975	2	IMR5-E287	2373
15	57587017	58263664	1.05624	2	IMR5-E287	602
15	58263665	66126044	0.998053	2	IMR5-E287	6995
15	66126045	67479340	1.01738	2	IMR5-E287	1204
15	67479341	68593224	0.970546	2	IMR5-E287	991
15	68593225	70940136	1.02512	2	IMR5-E287	2088
15	70940137	74059236	0.970296	2	IMR5-E287	2775
15	74059237	75268660	1.0176	2	IMR5-E287	1076
15	75268661	75270908	1.67693	3	IMR5-E287	2
15	75270909	77114268	0.994939	2	IMR5-E287	1640
15	77114269	77328952	1.03983	2	IMR5-E287	191
15	77328953	77331200	1.90013	4	IMR5-E287	2
15	77331201	77332324	-1	2	IMR5-E287	1
15	77332325	82724152	1.00117	2	IMR5-E287	4797
15	82724153	82726400	1.69237	3	IMR5-E287	2
15	82726401	82784848	1.07439	2	IMR5-E287	52
15	82784849	82787096	1.94789	4	IMR5-E287	2
15	82787097	83244564	1.00592	2	IMR5-E287	407
15	83244565	84815916	0.948674	2	IMR5-E287	1398
15	84815917	86251264	0.986999	2	IMR5-E287	1277
15	86251265	88249736	1.01963	2	IMR5-E287	1778
15	88249737	89456912	1.04534	2	IMR5-E287	1074
15	89456913	95392756	1.00539	2	IMR5-E287	5281
15	95392757	97810480	0.989626	2	IMR5-E287	2151
15	97810481	97813852	2.03884	4	IMR5-E287	3
15	97813853	100914968	0.988353	2	IMR5-E287	2759
15	100914969	102336828	0.941436	2	IMR5-E287	1265
15	102336829	102522288	0.83726	2	IMR5-E287	165
15	102522289	102532404	-1	2	IMR5-E287	9
16	1	59572	-1	2	IMR5-E287	53
16	59573	288868	0.868691	2	IMR5-E287	204
16	288869	2490784	0.985108	2	IMR5-E287	1959
16	2490785	2493032	1.87827	4	IMR5-E287	2
16	2493033	4956840	1.00693	2	IMR5-E287	2192
16	4956841	5268188	0.920132	2	IMR5-E287	277
16	5268189	5781856	1.0182	2	IMR5-E287	457
16	5781857	6576524	0.971084	2	IMR5-E287	707
16	6576525	8204076	0.905017	2	IMR5-E287	1448
16	8204077	10592576	0.987859	2	IMR5-E287	2125
16	10592577	10593700	4.2216	8	IMR5-E287	1
16	10593701	18232404	1.00183	2	IMR5-E287	6796
16	18232405	18233528	3.03827	6	IMR5-E287	1
16	18233529	18239148	1.43918	3	IMR5-E287	5
16	18239149	18756188	1.02824	2	IMR5-E287	460
16	18756189	18765180	1.32579	3	IMR5-E287	8
16	18765181	20577068	1.01031	2	IMR5-E287	1612
16	20577069	20579316	2.32079	5	IMR5-E287	2
16	20579317	25403524	0.989344	2	IMR5-E287	4292
16	25403525	26770308	0.943541	2	IMR5-E287	1216
16	26770309	32214964	1.00016	2	IMR5-E287	4844
16	32214965	32604992	0.931049	2	IMR5-E287	347
16	32604993	33864996	0.986928	2	IMR5-E287	1121
16	33864997	33876236	1.29002	3	IMR5-E287	10
16	33876237	33898716	1.00013	2	IMR5-E287	20
16	33898717	33902088	1.60765	3	IMR5-E287	3
16	33902089	46413332	0.945448	2	IMR5-E287	11131
16	46413333	46414456	3.03147	6	IMR5-E287	1
16	46414457	51018360	0.972922	2	IMR5-E287	4096
16	51018361	51224052	1.07874	2	IMR5-E287	183
16	51224053	53126984	0.995889	2	IMR5-E287	1693
16	53126985	55675092	0.971834	2	IMR5-E287	2267
16	55675093	58793068	1.02378	2	IMR5-E287	2774
16	58793069	64888520	0.989251	2	IMR5-E287	5423
16	64888521	65161652	1.04522	2	IMR5-E287	243
16	65161653	65163900	1.99075	4	IMR5-E287	2
16	65163901	65354980	1.0198	2	IMR5-E287	170
16	65354981	65356104	1.74217	3	IMR5-E287	1
16	65356105	65357228	4.72347	9	IMR5-E287	1
16	65357229	66571148	1.0354	2	IMR5-E287	1080
16	66571149	70878316	0.997638	2	IMR5-E287	3832
16	70878317	71207648	1.10024	2	IMR5-E287	293
16	71207649	72848688	0.959454	2	IMR5-E287	1460
16	72848689	75862132	0.981511	2	IMR5-E287	2681
16	75862133	77156980	0.925183	2	IMR5-E287	1152
16	77156981	79597184	0.995889	2	IMR5-E287	2171
16	79597185	81610268	0.970357	2	IMR5-E287	1791
16	81610269	81613640	1.63769	3	IMR5-E287	3
16	81613641	82331876	0.996836	2	IMR5-E287	639
16	82331877	82334124	1.82525	4	IMR5-E287	2
16	82334125	83874004	0.9839	2	IMR5-E287	1370
16	83874005	84368564	1.06833	2	IMR5-E287	440
16	84368565	85437488	1.00178	2	IMR5-E287	951
16	85437489	85444232	0.56362	1	IMR5-E287	6
16	85444233	86178204	1.00357	2	IMR5-E287	653
16	86178205	86179328	2.15877	4	IMR5-E287	1
16	86179329	89561444	0.972597	2	IMR5-E287	3009
16	89561445	90224604	0.935116	2	IMR5-E287	590
16	90224605	90295416	0.788704	2	IMR5-E287	63
16	90295417	90354988	-1	2	IMR5-E287	53
17	1	1262252	0.965725	2	IMR5-E287	1123
17	1262253	3222508	1.00728	2	IMR5-E287	1744
17	3222509	3224756	1.66231	3	IMR5-E287	2
17	3224757	9664152	1.02383	2	IMR5-E287	5729
17	9664153	9665276	2.44913	5	IMR5-E287	1
17	9665277	12634884	0.997567	2	IMR5-E287	2642
17	12634885	15789952	1.03459	2	IMR5-E287	2807
17	15789953	15793324	1.74959	3	IMR5-E287	3
17	15793325	18347052	1.00948	2	IMR5-E287	2272
17	18347053	18465072	0.841489	2	IMR5-E287	105
17	18465073	19798136	1.01923	2	IMR5-E287	1186
17	19798137	21566188	0.980312	2	IMR5-E287	1573
17	21566189	21567312	2.39864	5	IMR5-E287	1
17	21567313	21666224	-1	2	IMR5-E287	88
17	21666225	22020284	0.983847	2	IMR5-E287	315
17	22020285	22021408	2.61669	5	IMR5-E287	1
17	22021409	22260820	0.973882	2	IMR5-E287	213
17	22260821	22263068	2.27674	5	IMR5-E287	2
17	22263069	25261900	-1	2	IMR5-E287	2668
17	25261901	25268644	1.54651	3	IMR5-E287	6
17	25268645	25650804	0.966347	2	IMR5-E287	340
17	25650805	27205296	1.02135	2	IMR5-E287	1383
17	27205297	27482924	1.1294	2	IMR5-E287	247
17	27482925	34527032	1.00258	2	IMR5-E287	6267
17	34527033	34528156	2.6385	5	IMR5-E287	1
17	34528157	34533776	1.10706	2	IMR5-E287	5
17	34533777	34543892	1.38274	3	IMR5-E287	9
17	34543893	34610208	1.11734	2	IMR5-E287	59
17	34610209	34618076	1.51493	3	IMR5-E287	7
17	34618077	34619200	3.67791	7	IMR5-E287	1
17	34619201	34643928	1.07139	2	IMR5-E287	22
17	34643929	34668656	1.3954	3	IMR5-E287	22
17	34668657	34675400	0.919477	2	IMR5-E287	6
17	34675401	34676524	2.49458	5	IMR5-E287	1
17	34676525	34724856	-1	2	IMR5-E287	43
17	34724857	37102116	1.0049	2	IMR5-E287	2115
17	37102117	37103240	2.47296	5	IMR5-E287	1
17	37103241	40286408	1.00457	2	IMR5-E287	2832
17	40286409	40416792	0.799545	2	IMR5-E287	116
17	40416793	44118124	0.937054	2	IMR5-E287	3293
17	44118125	44369900	0.83137	2	IMR5-E287	224
17	44369901	44371024	2.27239	5	IMR5-E287	1
17	44371025	44468812	0.934094	2	IMR5-E287	87
17	44468813	44469936	2.01029	4	IMR5-E287	1
17	44469937	49765100	0.93038	2	IMR5-E287	4711
17	49765101	52208676	0.900675	2	IMR5-E287	2174
17	52208677	66067596	0.924397	2	IMR5-E287	12330
17	66067597	66068720	6.31641	13	IMR5-E287	1
17	66068721	69603700	0.929235	2	IMR5-E287	3145
17	69603701	69607072	1.54094	3	IMR5-E287	3
17	69607073	77489684	0.952267	2	IMR5-E287	7013
17	77489685	77523404	1.12961	2	IMR5-E287	30
17	77523405	80316544	0.942706	2	IMR5-E287	2485
17	80316545	81085360	0.907202	2	IMR5-E287	684
17	81085361	81195512	0.808564	2	IMR5-E287	98
18	1	8992	-1	2	IMR5-E287	8
18	8993	79804	0.790139	2	IMR5-E287	63
18	79805	1186944	0.95599	2	IMR5-E287	985
18	1186945	3619280	0.992924	2	IMR5-E287	2164
18	3619281	4664600	0.958043	2	IMR5-E287	930
18	4664601	6888996	0.993926	2	IMR5-E287	1979
18	6888997	8889716	1.03459	2	IMR5-E287	1780
18	8889717	13159792	0.992924	2	IMR5-E287	3799
18	13159793	14029768	1.03941	2	IMR5-E287	774
18	14029769	20644508	0.985526	2	IMR5-E287	5885
18	20644509	25434996	1.01516	2	IMR5-E287	4262
18	25434997	25436120	3.90399	8	IMR5-E287	1
18	25436121	27173824	0.994514	2	IMR5-E287	1546
18	27173825	27176072	1.67792	3	IMR5-E287	2
18	27176073	32564528	0.976794	2	IMR5-E287	4794
18	32564529	32565652	3.05826	6	IMR5-E287	1
18	32565653	41940936	1.00423	2	IMR5-E287	8341
18	41940937	41942060	3.66337	7	IMR5-E287	1
18	41942061	44387884	1.00955	2	IMR5-E287	2176
18	44387885	45519752	0.97212	2	IMR5-E287	1007
18	45519753	49030004	1.02265	2	IMR5-E287	3123
18	49030005	49797696	0.995475	2	IMR5-E287	683
18	49797697	49798820	4.03535	8	IMR5-E287	1
18	49798821	50954292	0.978331	2	IMR5-E287	1028
18	50954293	50955416	3.67791	7	IMR5-E287	1
18	50955417	56900252	0.997598	2	IMR5-E287	5289
18	56900253	56902500	1.7301	3	IMR5-E287	2
18	56902501	59636068	1.01808	2	IMR5-E287	2432
18	59636069	59638316	2.18801	4	IMR5-E287	2
18	59638317	62153828	1.00674	2	IMR5-E287	2238
18	62153829	67414148	0.973132	2	IMR5-E287	4680
18	67414149	68730352	1.00937	2	IMR5-E287	1171
18	68730353	69904932	0.96274	2	IMR5-E287	1045
18	69904933	76591608	0.993926	2	IMR5-E287	5949
18	76591609	77943780	0.907905	2	IMR5-E287	1203
18	77943781	78017964	0.802394	2	IMR5-E287	66
18	78017965	78077536	-1	2	IMR5-E287	53
19	1	59572	-1	2	IMR5-E287	53
19	59573	64068	0.914527	2	IMR5-E287	4
19	64069	65192	1.99886	4	IMR5-E287	1
19	65193	270884	0.85354	2	IMR5-E287	183
19	270885	1358916	0.962226	2	IMR5-E287	968
19	1358917	1753440	1.01371	2	IMR5-E287	351
19	1753441	1754564	2.6385	5	IMR5-E287	1
19	1754565	6115684	0.996766	2	IMR5-E287	3880
19	6115685	6161768	1.48426	3	IMR5-E287	41
19	6161769	7060968	0.992602	2	IMR5-E287	800
19	7060969	7063216	2.30764	5	IMR5-E287	2
19	7063217	12695580	0.99873	2	IMR5-E287	5011
19	12695581	12697828	0	0	IMR5-E287	2
19	12697829	14130928	1.00743	2	IMR5-E287	1275
19	14130929	14132052	3.58653	7	IMR5-E287	1
19	14132053	14325380	1.0194	2	IMR5-E287	172
19	14325381	14326504	4.45461	9	IMR5-E287	1
19	14326505	18359416	1.00156	2	IMR5-E287	3588
19	18359417	19798136	0.91293	2	IMR5-E287	1280
19	19798137	19799260	2.68647	5	IMR5-E287	1
19	19799261	21005312	0.934533	2	IMR5-E287	1073
19	21005313	21007560	1.63735	3	IMR5-E287	2
19	21007561	21633628	0.979443	2	IMR5-E287	557
19	21633629	22123692	1.05888	2	IMR5-E287	436
19	22123693	28126976	0.981189	2	IMR5-E287	5341
19	28126977	29007068	1.05914	2	IMR5-E287	783
19	29007069	40388692	1.00453	2	IMR5-E287	10126
19	40388693	40392064	1.67347	3	IMR5-E287	3
19	40392065	48945704	1.01716	2	IMR5-E287	7610
19	48945705	48946828	3.38334	7	IMR5-E287	1
19	48946829	51719736	1.02673	2	IMR5-E287	2467
19	51719737	54479156	0.996642	2	IMR5-E287	2455
19	54479157	55324404	1.04668	2	IMR5-E287	752
19	55324405	55326652	1.9646	4	IMR5-E287	2
19	55326653	56193256	1.03112	2	IMR5-E287	771
19	56193257	56656344	0.942667	2	IMR5-E287	412
19	56656345	57881504	0.892549	2	IMR5-E287	1090
19	57881505	58993140	0.947154	2	IMR5-E287	989
19	58993141	59105540	0.8396	2	IMR5-E287	100
19	59105541	59119028	0.917223	2	IMR5-E287	12
19	59119029	59129144	-1	2	IMR5-E287	9
2	1	10116	-1	2	IMR5-E287	9
2	10117	123640	0.817895	2	IMR5-E287	101
2	123641	2690856	0.946912	2	IMR5-E287	2284
2	2690857	16123780	0.999676	2	IMR5-E287	11951
2	16123781	16602604	0.200074	0	IMR5-E287	426
2	16602605	33141140	0.986255	2	IMR5-E287	14714
2	33141141	33142264	9.10991	18	IMR5-E287	1
2	33142265	33143388	-1	2	IMR5-E287	1
2	33143389	36180436	0.954972	2	IMR5-E287	2702
2	36180437	36182684	2.74979	5	IMR5-E287	2
2	36182685	48850164	0.996836	2	IMR5-E287	11270
2	48850165	48859156	0.471596	1	IMR5-E287	8
2	48859157	51774812	0.965808	2	IMR5-E287	2594
2	51774813	51778184	1.3482	3	IMR5-E287	3
2	51778185	52971872	0.96534	2	IMR5-E287	1062
2	52971873	68742716	0.99499	2	IMR5-E287	14031
2	68742717	68746088	1.81644	4	IMR5-E287	3
2	68746089	76294872	0.999954	2	IMR5-E287	6716
2	76294873	76301616	1.22232	2	IMR5-E287	6
2	76301617	83567152	0.985813	2	IMR5-E287	6464
2	83567153	83570524	1.4958	3	IMR5-E287	3
2	83570525	86604200	1.00675	2	IMR5-E287	2699
2	86604201	87622544	0.972884	2	IMR5-E287	906
2	87622545	87730448	0.743171	1	IMR5-E287	96
2	87730449	90376344	0.985741	2	IMR5-E287	2354
2	90376345	90379716	2.4446	5	IMR5-E287	3
2	90379717	91598132	0.982082	2	IMR5-E287	1084
2	91598133	91601504	2.60485	5	IMR5-E287	3
2	91601505	92306252	1.00367	2	IMR5-E287	627
2	92306253	92320864	1.17919	2	IMR5-E287	13
2	92320865	92324236	2.67335	5	IMR5-E287	3
2	92324237	98137564	1.00382	2	IMR5-E287	5172
2	98137565	98155548	1.74377	3	IMR5-E287	16
2	98155549	98156672	-1	2	IMR5-E287	1
2	98156673	100985780	0.952673	2	IMR5-E287	2517
2	100985781	105449184	0.98504	2	IMR5-E287	3971
2	105449185	109757476	1.00542	2	IMR5-E287	3833
2	109757477	112229152	0.941351	2	IMR5-E287	2199
2	112229153	119697008	0.978589	2	IMR5-E287	6644
2	119697009	122146204	1.02096	2	IMR5-E287	2179
2	122146205	126648948	0.989128	2	IMR5-E287	4006
2	126648949	126652320	2.44464	5	IMR5-E287	3
2	126652321	128472076	1.00433	2	IMR5-E287	1619
2	128472077	130375008	0.959454	2	IMR5-E287	1693
2	130375009	137102148	0.989437	2	IMR5-E287	5985
2	137102149	137105520	2.28861	5	IMR5-E287	3
2	137105521	140143692	1.01147	2	IMR5-E287	2703
2	140143693	149108716	0.974416	2	IMR5-E287	7976
2	149108717	150876768	0.997399	2	IMR5-E287	1573
2	150876769	150881264	1.35624	3	IMR5-E287	4
2	150881265	159514708	0.980574	2	IMR5-E287	7681
2	159514709	162008864	1.00712	2	IMR5-E287	2219
2	162008865	165017812	0.959454	2	IMR5-E287	2677
2	165017813	179043084	0.994879	2	IMR5-E287	12478
2	179043085	180046816	0.92682	2	IMR5-E287	893
2	180046817	204660168	0.985781	2	IMR5-E287	21898
2	204660169	209090976	1.00995	2	IMR5-E287	3942
2	209090977	215660756	0.971299	2	IMR5-E287	5845
2	215660757	219300268	1.02342	2	IMR5-E287	3238
2	219300269	229127400	0.986609	2	IMR5-E287	8743
2	229127401	229129648	2.85814	6	IMR5-E287	2
2	229129649	234101100	0.986692	2	IMR5-E287	4423
2	234101101	236218716	0.954831	2	IMR5-E287	1884
2	236218717	238101416	0.858459	2	IMR5-E287	1675
2	238101417	241727440	0.999431	2	IMR5-E287	3226
2	241727441	242946980	0.959454	2	IMR5-E287	1085
2	242946981	243189764	0.861278	2	IMR5-E287	216
2	243189765	243199880	-1	2	IMR5-E287	9
20	1	59572	-1	2	IMR5-E287	53
20	59573	519288	0.954153	2	IMR5-E287	409
20	519289	5011916	0.996121	2	IMR5-E287	3997
20	5011917	6296648	0.965684	2	IMR5-E287	1143
20	6296649	6298896	1.57728	3	IMR5-E287	2
20	6298897	14842420	0.988885	2	IMR5-E287	7601
20	14842421	14843544	2.53296	5	IMR5-E287	1
20	14843545	15448256	0.979813	2	IMR5-E287	538
20	15448257	16572256	1.03146	2	IMR5-E287	1000
